"BewohnerID","Bist du zufrieden mit Somerville?","Wie bewertest du: Die Verfügbarkeit von Informationen über die Dienste der Stadt?","Wie bewertest du: Die Lebenshaltungskosten?","Wie bewertest du: Die Qualität der öffentlichen Schulen?","Wie bewertest du: Dein Vertrauen in die lokale Polizei?","Wie bewertest du: Den Zustand von Straßen und Fußgängerwegen","Wie bewertest du: Die Verfügbarkeit von Events in der Stadt","Geschlecht","Alter","Beschreibe deinen Besitzstatus für deine Behausung","Wie sicher fühlst du dich beim Überqueren einer Straße in Somerville?","Wie zufrieden bist du mit dem Zustand deiner Behausung?","Geschlecht_weiblich","Eigenheim_numerisch","Alter_numerisch","Zufriedenheit_string"
9709,"1",4,2,4,3,3,5,"Männlich","55-64","Ich besitze",10,9,0,1,60,"Zufrieden"
9710,"1",5,3,5,4,4,4,"Weiblich","65-74","Ich besitze",7,9,1,1,70,"Zufrieden"
9711,"1",4,2,3,2,4,3,"Weiblich","25-34","Ich miete",8,9,1,0,30,"Zufrieden"
9712,"0",3,1,3,5,3,2,"Weiblich","25-34","Ich miete",8,3,1,0,30,"Unzufrieden"
9713,"1",4,2,3,3,2,4,"Weiblich","35-44","Ich besitze",5,10,1,1,40,"Zufrieden"
9714,"0",2,2,3,1,2,4,"Nonbinary","25-34","Ich miete",4,7,1,0,30,"Unzufrieden"
9715,"0",3,2,3,4,3,4,"Männlich","65-74","Ich besitze",8,9,0,1,70,"Unzufrieden"
9716,"0",3,2,4,4,2,4,"Weiblich","65-74","Ich besitze",6,9,1,1,70,"Unzufrieden"
9717,"1",3,1,4,4,2,3,"Weiblich","55-64","Ich miete",4,6,1,0,60,"Zufrieden"
9718,"1",4,2,4,3,3,4,"Männlich","45-54","Ich besitze",6,9,0,1,50,"Zufrieden"
9719,"0",4,1,3,5,4,3,"Männlich","25-34","Ich miete",10,10,0,0,30,"Unzufrieden"
9720,"1",5,1,3,3,2,4,"Weiblich","25-34","Ich miete",10,8,1,0,30,"Zufrieden"
9721,"1",5,1,3,5,5,5,"Männlich","55-64","Ich miete",9,10,0,0,60,"Zufrieden"
9722,"0",4,2,4,1,3,4,"Weiblich","35-44","Ich miete",6,7,1,0,40,"Unzufrieden"
9723,"0",5,1,3,3,1,3,"Männlich","75+","Ich besitze",9,10,0,1,80,"Unzufrieden"
9724,"1",5,3,4,4,3,4,"Weiblich","55-64","Ich besitze",8,9,1,1,60,"Zufrieden"
9725,"1",4,2,3,3,2,4,"Männlich","35-44","Ich besitze",8,8,0,1,40,"Zufrieden"
9726,"0",3,1,5,4,5,4,"Männlich","65-74","Ich miete",5,10,0,0,70,"Unzufrieden"
9727,"1",4,2,4,4,4,4,"Weiblich","45-54","Ich miete",9,9,1,0,50,"Zufrieden"
9728,"1",3,2,3,3,2,3,"Weiblich","35-44","Ich miete",7,8,1,0,40,"Zufrieden"
9729,"1",3,3,4,4,1,3,"Männlich","25-34","Ich besitze",10,10,0,1,30,"Zufrieden"
9730,"1",5,5,5,5,5,5,"Weiblich","45-54","Ich besitze",9,10,1,1,50,"Zufrieden"
9731,"1",5,4,3,4,4,4,"Weiblich","35-44","Ich miete",9,8,1,0,40,"Zufrieden"
9732,"0",3,1,3,1,1,3,"Weiblich","45-54","Ich miete",4,4,1,0,50,"Unzufrieden"
9733,"0",1,3,4,5,1,3,"Weiblich",,"Ich besitze",3,9,1,1,40,"Unzufrieden"
9734,"0",3,2,3,2,1,4,"Weiblich","25-34","Ich miete",5,6,1,0,30,"Unzufrieden"
9735,"1",5,1,3,2,3,5,"Weiblich","25-34","Ich miete",5,9,1,0,30,"Zufrieden"
9736,"1",5,4,5,5,5,4,"Männlich","65-74","Ich miete",7,10,0,0,70,"Zufrieden"
9737,"1",4,1,3,4,2,4,"Weiblich","35-44","Ich miete",8,10,1,0,40,"Zufrieden"
9738,"1",4,2,3,4,2,3,"Multiple people","25-34","Ich miete",6,5,1,0,30,"Zufrieden"
9739,"0",3,3,5,5,5,5,"Weiblich","75+",,6,8,1,0,80,"Unzufrieden"
9740,"1",4,2,3,4,3,4,"Weiblich","35-44","Ich besitze",7,10,1,1,40,"Zufrieden"
9741,"1",5,1,4,3,4,5,"Weiblich","35-44","Ich besitze",6,10,1,1,40,"Zufrieden"
9742,"0",4,1,4,5,3,4,"Männlich","35-44","Ich miete",8,5,0,0,40,"Unzufrieden"
9743,"1",4,2,3,4,3,5,"Männlich","25-34","Ich miete",8,8,0,0,30,"Zufrieden"
9744,"1",4,2,4,4,3,4,"Männlich","55-64","Ich besitze",7,9,0,1,60,"Zufrieden"
9745,"1",3,2,5,1,3,3,"Männlich","18-24","Ich miete",7,3,0,0,20,"Zufrieden"
9746,"0",4,3,3,4,3,3,"Weiblich",,"Ich miete",5,5,1,0,40,"Unzufrieden"
9747,"1",5,1,5,5,5,5,"Männlich","55-64","Ich miete",10,10,0,0,60,"Zufrieden"
9748,"0",4,3,3,3,4,3,"Männlich","45-54","Ich besitze",6,5,0,1,50,"Unzufrieden"
9749,"1",5,2,3,5,5,5,"Männlich","65-74","Ich besitze",5,10,0,1,70,"Zufrieden"
9750,"1",5,3,4,3,3,4,"Weiblich","65-74","Ich besitze",7,8,1,1,70,"Zufrieden"
9751,"1",3,3,2,4,2,4,"Männlich","55-64","Ich besitze",4,8,0,1,60,"Zufrieden"
9752,"1",5,4,3,4,5,3,"Weiblich","75+","Ich besitze",4,8,1,1,80,"Zufrieden"
9753,"1",5,1,3,4,3,5,"Weiblich","35-44","Ich miete",7,9,1,0,40,"Zufrieden"
9754,"0",3,2,3,4,4,3,"Männlich","45-54","Ich besitze",8,8,0,1,50,"Unzufrieden"
9755,"1",4,2,3,4,2,4,"Männlich","45-54","Ich besitze",9,5,0,1,50,"Zufrieden"
9756,"1",4,1,3,3,1,4,"Weiblich","25-34","Ich miete",4,3,1,0,30,"Zufrieden"
9757,"1",4,2,3,4,4,4,"Männlich","45-54","Ich miete",10,10,0,0,50,"Zufrieden"
9758,"1",4,2,4,3,2,4,"Weiblich","25-34","Ich besitze",9,8,1,1,30,"Zufrieden"
9759,"0",2,3,5,5,1,2,"Weiblich","75+","Ich besitze",2,9,1,1,80,"Unzufrieden"
9761,"1",3,3,4,3,4,4,"Weiblich","25-34","Ich miete",7,8,1,0,30,"Zufrieden"
9762,"0",4,2,3,3,3,2,"Weiblich","25-34","Ich miete",5,9,1,0,30,"Unzufrieden"
9763,"1",4,4,3,4,2,3,"Männlich","55-64","Ich besitze",8,9,0,1,60,"Zufrieden"
9764,"0",4,2,3,3,4,4,"Männlich","25-34","Ich miete",8,6,0,0,30,"Unzufrieden"
9765,"0",3,2,3,5,3,4,"Weiblich","55-64","Ich miete",9,8,1,0,60,"Unzufrieden"
9766,"0",4,1,3,3,2,3,"Männlich","18-24","Ich besitze",5,7,0,1,20,"Unzufrieden"
9767,"1",3,1,5,1,3,4,"Männlich","18-24","Ich miete",7,6,0,0,20,"Zufrieden"
9768,"1",4,2,2,4,3,3,"Männlich","45-54","Ich besitze",3,9,0,1,50,"Zufrieden"
9769,"0",2,1,4,2,1,4,"Weiblich","55-64","Ich miete",4,2,1,0,60,"Unzufrieden"
9770,"0",3,1,3,1,4,4,"Nonbinary","25-34","Ich miete",8,6,1,0,30,"Unzufrieden"
9771,"0",3,1,3,4,4,2,"Männlich","25-34","Ich miete",7,6,0,0,30,"Unzufrieden"
9772,"0",2,1,3,3,1,1,"Männlich","35-44","Ich miete",4,6,0,0,40,"Unzufrieden"
9773,"1",3,3,3,3,2,2,"Weiblich","25-34","Ich miete",8,8,1,0,30,"Zufrieden"
9774,"0",3,1,3,2,2,1,"Männlich",,"Ich besitze",5,6,0,1,40,"Unzufrieden"
9775,"0",3,2,3,1,2,4,"Männlich","35-44","Ich miete",5,5,0,0,40,"Unzufrieden"
9776,"1",5,3,1,2,5,5,"Weiblich","35-44","Ich besitze",10,10,1,1,40,"Zufrieden"
9777,"0",1,3,1,4,1,1,"Männlich","45-54","Ich besitze",1,3,0,1,50,"Unzufrieden"
9779,"0",4,3,3,3,3,3,"Männlich","35-44","Ich besitze",7,8,0,1,40,"Unzufrieden"
9780,"0",2,3,1,3,3,3,"Weiblich",,"Ich besitze",6,6,1,1,40,"Unzufrieden"
9781,"0",2,1,3,1,2,4,"Männlich","35-44","Ich miete",10,8,0,0,40,"Unzufrieden"
9782,"1",5,2,4,4,4,3,"Männlich","45-54","Ich besitze",8,9,0,1,50,"Zufrieden"
9783,"0",3,2,3,3,3,3,"Männlich","45-54","Ich besitze",9,9,0,1,50,"Unzufrieden"
9784,"1",4,4,5,4,3,1,,"18-24","Ich miete",10,9,1,0,20,"Zufrieden"
9785,"0",5,3,3,3,1,4,"Männlich","35-44","Ich miete",3,4,0,0,40,"Unzufrieden"
9786,"0",4,1,3,3,1,2,"Männlich","18-24","Ich miete",5,5,0,0,20,"Unzufrieden"
9787,"1",4,1,4,3,4,4,"Weiblich","25-34","Ich besitze",8,9,1,1,30,"Zufrieden"
9789,"0",3,3,3,5,1,3,"Weiblich","55-64","Ich besitze",5,8,1,1,60,"Unzufrieden"
9790,"0",4,1,3,5,1,1,"Männlich","25-34","Ich miete",9,8,0,0,30,"Unzufrieden"
9792,"0",5,1,4,4,2,4,"Männlich","25-34","Ich miete",8,3,0,0,30,"Unzufrieden"
9793,"0",1,2,3,1,3,1,"Männlich","25-34","Ich miete",8,6,0,0,30,"Unzufrieden"
9794,"1",5,2,4,1,5,5,"Männlich","25-34","Ich besitze",8,10,0,1,30,"Zufrieden"
9795,"1",5,1,4,2,3,4,"Nonbinary","35-44","Ich miete",6,7,1,0,40,"Zufrieden"
9796,"1",5,4,5,5,3,5,"Weiblich","65-74","Ich besitze",7,10,1,1,70,"Zufrieden"
9797,"1",5,2,3,5,3,4,"Männlich","45-54","Ich besitze",8,9,0,1,50,"Zufrieden"
9798,"0",4,1,3,2,3,4,"Weiblich","55-64","Ich besitze",4,7,1,1,60,"Unzufrieden"
9799,"1",3,1,3,5,3,3,"Weiblich","55-64","Ich besitze",7,5,1,1,60,"Zufrieden"
9800,"0",3,1,3,3,1,2,"Weiblich","25-34","Ich miete",7,4,1,0,30,"Unzufrieden"
9801,"1",5,1,5,5,3,5,"Weiblich","45-54","Ich miete",10,4,1,0,50,"Zufrieden"
9802,"1",5,1,5,5,3,5,"Weiblich","45-54","Ich miete",6,4,1,0,50,"Zufrieden"
9803,"0",4,3,2,3,2,1,"Weiblich","25-34","Ich besitze",2,7,1,1,30,"Unzufrieden"
9804,"0",5,1,4,4,3,2,"Männlich","25-34","Ich miete",10,6,0,0,30,"Unzufrieden"
9805,"0",5,2,3,3,4,4,"Männlich","35-44","Ich miete",8,3,0,0,40,"Unzufrieden"
9806,"1",4,1,4,2,3,3,"Männlich","25-34","Ich miete",7,3,0,0,30,"Zufrieden"
9807,"0",4,3,3,3,3,4,"Weiblich","45-54","Ich miete",8,8,1,0,50,"Unzufrieden"
9808,"0",2,1,3,1,3,1,"Weiblich","25-34","Ich miete",3,7,1,0,30,"Unzufrieden"
9809,"1",4,3,4,3,3,4,"Männlich","25-34","Ich besitze",7,9,0,1,30,"Zufrieden"
9810,"0",5,2,3,3,4,4,"Männlich","35-44","Ich miete",4,8,0,0,40,"Unzufrieden"
9811,"1",4,3,4,4,2,5,"Weiblich","25-34","Ich miete",10,9,1,0,30,"Zufrieden"
9812,"0",2,2,3,2,1,1,"Weiblich",,"Ich besitze",1,2,1,1,40,"Unzufrieden"
9813,"0",4,2,2,3,3,4,"Männlich","18-24","Ich miete",8,6,0,0,20,"Unzufrieden"
9814,"1",4,2,3,4,3,4,"Weiblich","25-34","Ich miete",7,7,1,0,30,"Zufrieden"
9816,"1",5,5,4,4,3,4,"Weiblich","75+","Ich miete",9,10,1,0,80,"Zufrieden"
9817,"1",4,3,3,4,1,5,"Weiblich","35-44","Ich besitze",1,7,1,1,40,"Zufrieden"
9818,"0",3,1,3,5,5,3,"Männlich","25-34","Ich miete",10,8,0,0,30,"Unzufrieden"
9819,"0",4,1,4,3,4,4,"Männlich","75+","Ich besitze",5,5,0,1,80,"Unzufrieden"
9820,"1",3,2,3,5,2,4,"Weiblich","45-54","Ich besitze",9,10,1,1,50,"Zufrieden"
9821,"1",5,2,3,4,2,4,"Männlich","55-64","Ich besitze",7,9,0,1,60,"Zufrieden"
9822,"1",4,2,3,3,2,3,"Weiblich","35-44","Ich besitze",9,8,1,1,40,"Zufrieden"
9823,"1",4,2,5,3,4,3,"Weiblich","25-34","Ich miete",9,8,1,0,30,"Zufrieden"
9824,"1",5,1,3,4,4,4,"Männlich","45-54","Ich miete",9,8,0,0,50,"Zufrieden"
9825,"0",4,1,3,3,2,4,"Weiblich","25-34","Ich miete",2,6,1,0,30,"Unzufrieden"
9826,"1",5,5,3,5,4,4,"Weiblich","45-54","Ich besitze",8,10,1,1,50,"Zufrieden"
9827,"1",2,2,4,4,4,3,"Männlich","35-44","Ich miete",7,8,0,0,40,"Zufrieden"
9828,"1",3,3,3,3,4,3,"Männlich","55-64","Ich miete",5,9,0,0,60,"Zufrieden"
9829,"1",5,2,3,4,4,4,"Weiblich","25-34","Ich miete",8,8,1,0,30,"Zufrieden"
9830,"1",4,2,3,3,3,4,"Weiblich","25-34","Ich miete",9,7,1,0,30,"Zufrieden"
9831,"0",4,1,3,2,4,4,"Weiblich","35-44","Ich besitze",2,8,1,1,40,"Unzufrieden"
9832,"1",5,3,3,1,2,4,"Weiblich","25-34","Ich miete",8,7,1,0,30,"Zufrieden"
9833,"1",5,4,5,3,3,4,"Männlich","75+","Ich besitze",7,9,0,1,80,"Zufrieden"
9834,"0",5,3,4,4,4,4,"Weiblich","75+","Ich besitze",7,10,1,1,80,"Unzufrieden"
9835,"1",5,2,3,4,4,4,"Männlich","35-44","Ich besitze",9,9,0,1,40,"Zufrieden"
9836,"1",4,1,4,4,4,5,"Männlich","35-44","Ich miete",8,6,0,0,40,"Zufrieden"
9837,"0",4,3,3,3,4,4,"Männlich","35-44","Ich besitze",9,8,0,1,40,"Unzufrieden"
9838,"1",5,3,5,4,3,3,"Männlich","45-54","Ich miete",8,9,0,0,50,"Zufrieden"
9839,"1",4,3,3,3,3,3,"Weiblich","45-54","Ich besitze",8,9,1,1,50,"Zufrieden"
9840,"0",5,3,3,5,1,5,"Männlich","35-44","Ich besitze",7,10,0,1,40,"Unzufrieden"
9841,"0",3,1,1,3,1,3,"Weiblich","65-74","Ich besitze",4,8,1,1,70,"Unzufrieden"
9842,"0",3,1,3,4,2,4,"Männlich","25-34","Ich miete",2,2,0,0,30,"Unzufrieden"
9843,"0",3,1,2,3,4,2,"Männlich","75+","Ich besitze",7,9,0,1,80,"Unzufrieden"
9844,"0",2,1,3,2,3,1,"Weiblich","25-34","Ich miete",8,5,1,0,30,"Unzufrieden"
9845,"0",4,1,3,3,1,3,"Weiblich","25-34","Ich besitze",4,9,1,1,30,"Unzufrieden"
9846,"1",5,1,3,4,5,5,"Männlich","25-34","Ich miete",8,7,0,0,30,"Zufrieden"
9847,"1",5,3,3,4,2,3,"Männlich","35-44","Ich miete",8,8,0,0,40,"Zufrieden"
9848,"0",5,2,3,3,2,4,"Männlich","25-34","Ich miete",5,4,0,0,30,"Unzufrieden"
9849,"1",5,2,3,4,3,5,"Weiblich","45-54","Ich besitze",7,8,1,1,50,"Zufrieden"
9850,"1",4,3,3,4,3,4,"Männlich","65-74","Ich besitze",7,8,0,1,70,"Zufrieden"
9851,"1",5,2,3,4,2,5,"Männlich","45-54","Ich besitze",8,9,0,1,50,"Zufrieden"
9852,"1",4,3,3,3,4,3,"Weiblich","25-34","Ich miete",9,9,1,0,30,"Zufrieden"
9853,"0",4,2,3,4,4,3,"Männlich","75+","Ich miete",6,5,0,0,80,"Unzufrieden"
9854,"1",5,2,3,1,1,4,"Weiblich","25-34","Ich miete",10,10,1,0,30,"Zufrieden"
9855,"1",3,1,3,4,3,4,"Weiblich","35-44","Ich miete",6,9,1,0,40,"Zufrieden"
9856,"1",4,2,3,5,5,4,"Weiblich","35-44","Ich miete",10,10,1,0,40,"Zufrieden"
9857,"0",1,1,3,5,3,1,"Weiblich","65-74","Ich besitze",5,10,1,1,70,"Unzufrieden"
9858,"1",4,2,3,4,4,4,"Männlich","25-34","Ich miete",6,9,0,0,30,"Zufrieden"
9859,"1",2,1,3,5,1,2,"Männlich",,"Ich besitze",10,8,0,1,40,"Zufrieden"
9860,"1",5,5,3,5,3,3,"Weiblich","75+","Ich miete",10,10,1,0,80,"Zufrieden"
9861,"0",3,1,3,1,2,3,"Männlich","65-74","Ich besitze",3,9,0,1,70,"Unzufrieden"
9862,"0",4,2,3,4,1,4,"Männlich","35-44","Ich besitze",8,6,0,1,40,"Unzufrieden"
9863,"0",5,1,3,1,2,4,"Weiblich","25-34","Ich miete",10,10,1,0,30,"Unzufrieden"
9864,"0",5,3,5,5,5,4,"Weiblich","65-74","Ich besitze",7,10,1,1,70,"Unzufrieden"
9866,"1",4,2,3,1,3,4,"Männlich","25-34","Ich miete",8,3,0,0,30,"Zufrieden"
9867,"1",4,2,4,4,4,4,"Männlich","75+",,9,9,0,0,80,"Zufrieden"
9868,"1",4,3,3,3,2,3,"Weiblich","35-44","Ich besitze",5,10,1,1,40,"Zufrieden"
9869,"0",3,4,3,4,2,3,"Männlich","75+","Ich besitze",7,8,0,1,80,"Unzufrieden"
9870,"0",4,2,3,3,3,3,"Weiblich","35-44","Ich besitze",7,7,1,1,40,"Unzufrieden"
9871,"0",4,2,3,2,3,4,"Männlich","25-34","Ich miete",4,6,0,0,30,"Unzufrieden"
9872,"1",5,5,3,4,4,4,"Weiblich","65-74","Ich besitze",9,10,1,1,70,"Zufrieden"
9873,"0",4,2,3,4,2,4,"Weiblich","35-44","Ich miete",3,3,1,0,40,"Unzufrieden"
9874,"0",3,2,3,3,1,4,"Weiblich","55-64","Ich besitze",3,5,1,1,60,"Unzufrieden"
9875,"1",4,2,4,4,4,4,"Weiblich","75+","Ich besitze",7,8,1,1,80,"Zufrieden"
9876,"1",4,3,3,3,2,4,"Männlich","35-44","Ich besitze",8,9,0,1,40,"Zufrieden"
9877,"1",3,3,4,4,3,3,"Weiblich","25-34","Ich miete",9,6,1,0,30,"Zufrieden"
9879,"0",4,4,5,5,3,5,"Männlich","55-64","Ich besitze",7,8,0,1,60,"Unzufrieden"
9880,"1",5,3,3,3,3,5,"Weiblich","65-74","Ich besitze",8,6,1,1,70,"Zufrieden"
9881,"0",4,3,3,3,3,3,"Weiblich","65-74","Ich besitze",6,8,1,1,70,"Unzufrieden"
9882,"1",3,2,3,3,3,4,"Männlich","35-44","Ich miete",8,10,0,0,40,"Zufrieden"
9883,"1",5,1,3,3,5,4,"Männlich","25-34","Ich miete",6,7,0,0,30,"Zufrieden"
9884,"1",4,5,4,5,5,4,"Männlich","25-34","Ich miete",10,10,0,0,30,"Zufrieden"
9885,"1",2,2,3,3,2,4,"Weiblich","25-34","Ich miete",8,7,1,0,30,"Zufrieden"
9886,"1",4,2,3,3,3,5,"Männlich","65-74","Ich besitze",6,8,0,1,70,"Zufrieden"
9887,"1",4,2,3,2,3,4,"Weiblich","55-64","Ich miete",3,5,1,0,60,"Zufrieden"
9888,"0",1,3,2,1,2,1,,"25-34",,7,6,1,0,30,"Unzufrieden"
9889,"1",4,2,3,3,3,5,"Männlich","35-44","Ich miete",6,7,0,0,40,"Zufrieden"
9890,"0",3,1,3,2,1,2,"Männlich","55-64","Ich miete",8,8,0,0,60,"Unzufrieden"
9891,"1",4,2,3,2,3,3,"Weiblich","18-24","Ich miete",7,4,1,0,20,"Zufrieden"
9892,"0",2,1,4,3,2,3,"Weiblich","25-34","Ich miete",8,1,1,0,30,"Unzufrieden"
9893,"0",1,1,3,3,1,1,"Männlich","25-34","Ich miete",8,1,0,0,30,"Unzufrieden"
9894,"0",5,1,4,5,4,3,"Weiblich","65-74","Ich miete",3,10,1,0,70,"Unzufrieden"
9895,"0",3,1,3,1,2,4,"Weiblich","25-34",,8,8,1,0,30,"Unzufrieden"
9896,"1",3,4,5,4,3,4,"Männlich","35-44","Ich besitze",10,8,0,1,40,"Zufrieden"
9898,"1",5,1,3,4,3,5,"Weiblich","65-74","Ich besitze",7,8,1,1,70,"Zufrieden"
9899,"1",5,5,5,5,5,5,"Weiblich","55-64","Ich miete",10,10,1,0,60,"Zufrieden"
9900,"0",4,2,3,2,2,3,"Weiblich","25-34","Ich besitze",5,9,1,1,30,"Unzufrieden"
9901,"1",4,1,5,3,3,5,"Weiblich","25-34","Ich miete",9,7,1,0,30,"Zufrieden"
9902,"1",5,3,4,4,3,5,"Weiblich","45-54","Ich besitze",8,8,1,1,50,"Zufrieden"
9903,"1",5,1,4,3,1,5,"Weiblich","45-54","Ich besitze",4,8,1,1,50,"Zufrieden"
9904,"1",3,3,1,1,2,1,"Weiblich","55-64","Ich besitze",8,10,1,1,60,"Zufrieden"
9905,"0",4,1,3,3,1,4,"Weiblich","35-44","Ich miete",3,2,1,0,40,"Unzufrieden"
9906,"0",1,1,5,5,1,1,"Männlich","65-74","Ich besitze",1,9,0,1,70,"Unzufrieden"
9907,"1",4,3,4,3,4,4,"Weiblich","25-34","Ich miete",6,8,1,0,30,"Zufrieden"
9908,"1",5,1,5,2,4,5,"Weiblich","25-34","Ich miete",7,7,1,0,30,"Zufrieden"
9909,"0",3,3,4,4,2,2,"Weiblich","55-64","Ich besitze",7,8,1,1,60,"Unzufrieden"
9910,"1",4,2,3,3,3,4,"Weiblich","35-44","Ich besitze",4,9,1,1,40,"Zufrieden"
9911,"1",3,1,4,2,5,3,"Männlich","75+","Ich miete",5,7,0,0,80,"Zufrieden"
9912,"1",5,1,3,4,2,5,"Weiblich","45-54","Ich miete",9,7,1,0,50,"Zufrieden"
9913,"0",4,4,5,4,3,4,"Weiblich","25-34","Ich besitze",8,7,1,1,30,"Unzufrieden"
9914,"1",4,4,3,3,4,4,"Männlich","25-34","Ich besitze",8,9,0,1,30,"Zufrieden"
9915,"0",4,2,2,4,1,3,"Männlich","45-54","Ich besitze",7,4,0,1,50,"Unzufrieden"
9916,"0",5,2,3,1,3,3,"Männlich","25-34","Ich miete",4,5,0,0,30,"Unzufrieden"
9917,"1",5,1,3,2,4,5,"Weiblich","35-44","Ich miete",9,7,1,0,40,"Zufrieden"
9918,"1",5,1,5,5,5,5,"Weiblich","55-64","Ich besitze",8,5,1,1,60,"Zufrieden"
9919,"1",5,3,4,4,3,5,"Weiblich","25-34","Ich miete",8,9,1,0,30,"Zufrieden"
9920,"1",4,1,3,3,3,4,"Männlich","65-74","Ich miete",9,6,0,0,70,"Zufrieden"
9921,"1",2,2,3,2,3,4,"Weiblich","25-34","Ich miete",9,8,1,0,30,"Zufrieden"
9922,"1",3,1,3,3,4,4,"Männlich","75+","Ich besitze",8,9,0,1,80,"Zufrieden"
9923,"1",4,1,3,3,3,4,"Weiblich","65-74","Ich besitze",5,8,1,1,70,"Zufrieden"
9924,"1",5,2,3,3,4,5,"Männlich","45-54","Ich besitze",8,8,0,1,50,"Zufrieden"
9925,"1",4,2,4,4,3,3,"Weiblich","55-64","Ich besitze",8,8,1,1,60,"Zufrieden"
9926,"0",4,2,3,3,3,4,"Weiblich","25-34","Ich besitze",7,9,1,1,30,"Unzufrieden"
9927,"0",4,4,3,4,3,4,"Männlich","45-54","Ich besitze",6,9,0,1,50,"Unzufrieden"
9928,"1",4,1,3,3,2,2,"Männlich","35-44","Ich besitze",8,7,0,1,40,"Zufrieden"
9929,"0",5,2,2,3,3,4,"Weiblich","35-44","Ich besitze",3,8,1,1,40,"Unzufrieden"
9930,"1",5,3,2,2,4,5,"Weiblich","35-44","Ich besitze",8,9,1,1,40,"Zufrieden"
9931,"0",3,1,4,1,1,4,"Männlich","35-44","Ich miete",8,3,0,0,40,"Unzufrieden"
9932,"1",3,4,4,4,5,2,"Weiblich","25-34","Ich miete",9,9,1,0,30,"Zufrieden"
9933,"1",5,2,3,3,2,3,"Männlich","35-44","Ich besitze",2,8,0,1,40,"Zufrieden"
9935,"1",4,3,3,4,3,2,"Männlich","25-34","Ich miete",8,8,0,0,30,"Zufrieden"
9936,"0",5,2,3,3,4,3,"Männlich","18-24","Ich miete",10,7,0,0,20,"Unzufrieden"
9937,"0",5,2,4,3,2,4,"Männlich","35-44","Ich besitze",1,8,0,1,40,"Unzufrieden"
9938,"0",3,2,3,1,2,3,"Männlich","25-34","Ich miete",8,4,0,0,30,"Unzufrieden"
9939,"1",5,1,3,5,5,5,"Weiblich","35-44","Ich besitze",10,9,1,1,40,"Zufrieden"
9940,"1",5,2,3,1,2,2,"Weiblich","18-24","Ich miete",7,7,1,0,20,"Zufrieden"
9941,"1",3,2,3,3,4,4,"Weiblich","25-34","Ich miete",8,7,1,0,30,"Zufrieden"
9942,"0",3,2,3,3,2,2,"Weiblich","25-34","Ich miete",7,7,1,0,30,"Unzufrieden"
9943,"1",4,2,3,1,2,5,"Weiblich","25-34","Ich miete",7,6,1,0,30,"Zufrieden"
9944,"1",4,2,4,3,5,4,"Männlich","18-24","Ich miete",8,7,0,0,20,"Zufrieden"
9945,"1",5,3,3,4,3,4,"Weiblich","35-44","Ich besitze",9,8,1,1,40,"Zufrieden"
9946,"0",3,1,3,5,1,3,"Männlich","65-74","Ich besitze",5,7,0,1,70,"Unzufrieden"
9947,"0",4,2,3,4,2,4,"Männlich","55-64","Ich besitze",6,7,0,1,60,"Unzufrieden"
9948,"0",4,3,3,5,1,3,"Weiblich","55-64","Ich besitze",10,10,1,1,60,"Unzufrieden"
9949,"1",1,1,5,3,1,3,"Männlich","35-44","Ich miete",2,7,0,0,40,"Zufrieden"
9950,"0",2,2,3,1,4,4,"Männlich","25-34","Ich miete",5,3,0,0,30,"Unzufrieden"
9951,"1",3,1,3,4,1,4,"Weiblich","65-74","Ich miete",8,9,1,0,70,"Zufrieden"
9953,"0",3,1,3,3,3,3,"Weiblich","55-64","Ich miete",9,6,1,0,60,"Unzufrieden"
9954,"0",5,2,3,3,1,3,"Männlich","35-44","Ich besitze",2,6,0,1,40,"Unzufrieden"
9955,"0",4,1,3,5,4,4,"Männlich","18-24","Ich miete",10,4,0,0,20,"Unzufrieden"
9956,"1",5,4,3,3,2,5,"Weiblich","35-44","Ich besitze",5,7,1,1,40,"Zufrieden"
9957,"1",4,3,4,4,3,1,"Weiblich","65-74","Ich besitze",8,8,1,1,70,"Zufrieden"
9958,"1",4,2,3,3,2,4,"Weiblich","25-34","Ich miete",8,6,1,0,30,"Zufrieden"
9960,"1",5,2,3,3,3,4,"Männlich","65-74","Ich besitze",10,9,0,1,70,"Zufrieden"
9961,"1",3,3,2,3,3,3,"Weiblich","65-74","Ich besitze",5,8,1,1,70,"Zufrieden"
9962,"1",5,3,3,4,5,3,"Weiblich","35-44","Ich besitze",7,7,1,1,40,"Zufrieden"
9963,"1",3,1,3,2,4,3,"Männlich","25-34","Ich miete",7,3,0,0,30,"Zufrieden"
9964,"0",5,1,5,3,5,5,"Männlich","35-44","Ich miete",9,8,0,0,40,"Unzufrieden"
9965,"1",4,2,3,4,4,4,"Weiblich","25-34","Ich miete",7,4,1,0,30,"Zufrieden"
9966,"0",5,1,3,5,3,5,"Weiblich","55-64","Ich miete",8,7,1,0,60,"Unzufrieden"
9967,"1",5,3,4,4,4,5,"Weiblich","35-44","Ich miete",9,6,1,0,40,"Zufrieden"
9968,"1",4,3,4,4,4,3,"Männlich","25-34","Ich miete",7,7,0,0,30,"Zufrieden"
9969,"1",4,2,3,4,4,2,"Männlich","25-34","Ich miete",8,7,0,0,30,"Zufrieden"
9970,"1",3,3,3,3,4,4,"Weiblich","35-44","Ich miete",7,6,1,0,40,"Zufrieden"
